Codigo del diagnostico,Nombre del diagnostico,Sexo del diagnostico
B021,MENINGITIS DEBIDA A HERPES ZOSTER,A
B022,HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO,A
B023,HERPES ZOSTER OCULAR,A
B027,HERPES ZOSTER DISEMINADO,A
B028,HERPES ZOSTER CON OTRAS COMPLICACIONES,A
B029,HERPES ZOSTER SIN COMPLICACIONES,A
B03X,VIRUELA,A
B04X,VIRUELA DE LOS MONOS,A
B050,SARAMPION COMPLICADO CON ENCEFALITIS,A
B051,SARAMPION COMPLICADO CON MENINGITIS,A
B052,SARAMPION COMPLICADO CON NEUMONIA,A
B053,SARAMPION COMPLICADO CON OTITIS MEDIA,A
B054,SARAMPION CON COMPLICACIONES INTESTINALES,A
B058,SARAMPION CON OTRAS COMPLICACIONES,A
B059,SARAMPION SIN COMPLICACIONES,A
B060,RUBEOLA CON COMPLICACIONES NEUROLOGICAS,A
B068,RUBEOLA CON OTRAS COMPLICACIONES,A
B069,RUBEOLA SIN COMPLICACIONES,A
B07X,VERRUGAS VIRICAS,A
B080,OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS,A
B081,MOLUSCO CONTAGIOSO,A
B082,EXANTEMA SUBITO [SEXTA ENFERMEDAD],A
B083,ERITEMA INFECCIOSO [QUINTA ENFERMEDAD],A
B084,ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA,A
B085,FARINGITIS VESICULAR ENTEROVIRICA,A
B088,OTRAS INFECCIONES VIRALES ESPECIFICADAS. CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS,A
B09X,INFECCION VIRAL NO ESPECIFICADA. CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS,A
B150,HEPATITIS AGUDA TIPO A. CON COMA HEPATICO,A
B159,HEPATITIS AGUDA TIPO A. SIN COMA HEPATICO,A
B160,HEPATITIS AGUDA TIPO B. CON AGENTE DELTA (COINFECCION). CON COMA HEPATICO,A
B161,HEPATITIS AGUDA TIPO B. CON AGENTE DELTA (COINFECCION). SIN COMA HEPATICO,A
B162,HEPATITIS AGUDA TIPO B. SIN AGENTE DELTA. CON COMA HEPATICO,A
B169,HEPATITIS AGUDA TIPO B. SIN AGENTE DELTA Y SIN COMA HEPATICO,A
B170,INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN LA HEPATITIS B CRONICA,A
B171,HEPATITIS AGUDA TIPO C,A
B172,HEPATITIS AGUDA TIPO E,A
B178,OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS,A
B179,HEPATITIS VIRAL AGUDA NO ESPECIFICADA,A
B180,HEPATITIS VIRAL TIPO B CRONICA. CON AGENTE DELTA,A
B181,HEPATITIS VIRAL TIPO B CRONICA. SIN AGENTE DELTA,A
B182,HEPATITIS VIRAL TIPO C CRONICA,A
B188,OTRAS HEPATITIS VIRALES CRONICAS,A
B189,HEPATITIS VIRAL CRONICA. SIN OTRA ESPECIFICACION,A
B190,HEPATITIS VIRAL NO ESPECIFICADA CON COMA HEPATICO,A
B199,HEPATITIS VIRAL NO ESPECIFICADA SIN COMA HEPATICO,A
B200,ENFERMEDAD POR VIH. RESULTANTE EN INFECCION POR MICOBACTERIAS,A
B201,ENFERMEDAD POR VIH. RESULTANTE EN OTRAS INFECCIONES BACTERIANAS,A
B202,ENFERMEDAD POR VIH. RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS,A
B203,ENFERMEDAD POR VIH. RESULTANTE EN OTRAS INFECCIONES VIRALES,A
B204,ENFERMEDAD POR VIH. RESULTANTE EN CANDIDIASIS,A
B205,ENFERMEDAD POR VIH. RESULTANTE EN OTRAS MICOSIS,A
B206,ENFERMEDAD POR VIH. RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII,A
B207,ENFERMEDAD POR VIH. RESULTANTE EN INFECCIONES MULTIPLES,A
B208,ENFERMEDAD POR VIH. RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS,A
B209,ENFERMEDAD POR VIH. RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA,A
B210,ENFERMEDAD POR VIH. RESULTANTE EN SARCOMA DE KAPOSI,A
B211,ENFERMEDAD POR VIH. RESULTANTE EN LINFOMA DE BURKITT,A
B212,ENFERMEDAD POR VIH. RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN,A
B213,ENFERMEDAD POR VIH. RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE. HEMATOPOYETICO Y TEJIDOS RELACIONADOS,A
B217,ENFERMEDAD POR VIH. RESULTANTE EN TUMORES MALIGNOS MULTIPLES,A
B218,ENFERMEDAD POR VIH. RESULTANTE EN OTROS TUMORES MALIGNOS,A
B219,ENFERMEDAD POR VIH. RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS,A
B220,ENFERMEDAD POR VIH. RESULTANTE EN ENCEFALOPATIA,A
B221,ENFERMEDAD POR VIH. RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL,A
B222,ENFERMEDAD POR VIH. RESULTANTE EN SINDROME CAQUECTICO,A
B227,ENFERMEDAD POR VIH. RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS EN OTRA PARTE,A
B230,SINDROME DE INFECCION AGUDA DEBIDA A VIH,A
B231,ENFERMEDAD POR VIH. RESULTANTE EN LINFADENOPATIA GENERALIZADA (PERSISTENTE),A
B232,ENFERMEDAD POR VIH. RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y HEMATOLOGICAS. NO CLASIFICADAS EN OTRA PARTE,A
B238,ENFERMEDAD POR VIH. RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS,A
B24X,ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]. SIN OTRA ESPECIFICACION,A
B250,NEUMONITIS DEBIDA A VIRUS CITOMEGALICO,A
B251,HEPATITIS DEBIDA A VIRUS CITOMEGALICO,A
B252,PANCREATITIS DEBIDA A VIRUS CITOMEGALICO,A
B258,OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO,A
B259,ENFERMEDAD POR VIRUS CITOMEGALICO. NO ESPECIFICADA,A
B260,ORQUITIS POR PAROTIDITIS,M
B261,MENINGITIS POR PAROTIDITIS,A
B262,ENCEFALITIS POR PAROTIDITIS,A
B263,PANCREATITIS POR PAROTIDITIS,A
B268,PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES,A
B269,PAROTIDITIS. SIN COMPLICACIONES,A
B270,MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA,A
B271,MONONUCLEOSIS POR CITOMEGALOVIRUS,A
B278,OTRAS MONONUCLEOSIS INFECCIOSAS,A
B279,MONONUCLEOSIS INFECCIOSA. NO ESPECIFICADA,A
B300,QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS,A
B301,CONJUNTIVITIS DEBIDA A ADENOVIRUS,A
B302,FARINGOCONJUNTIVITIS VIRAL,A
B303,CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA),A
B308,OTRAS CONJUNTIVITIS VIRALES,A
B309,CONJUNTIVITIS VIRAL. SIN OTRA ESPECIFICACION,A
B330,MIALGIA EPIDEMICA,A
B331,ENFERMEDAD DEL RIO ROSS,A
B332,CARDITIS VIRAL,A
B333,INFECCIONES DEBIDAS A RETROVIRUS. NO CLASIFICADAS EN OTRA PARTE,A
B334,SINDROME (CARDIO) PULMONAR POR HANTAVIRUS [SPH] [SCPH],A
B338,OTRAS ENFERMEDADES VIRALES ESPECIFICADAS,A
B340,INFECCION DEBIDA A ADENOVIRUS. SIN OTRA ESPECIFICACION,A
B341,INFECCION DEBIDA A ENTEROVIRUS. SIN OTRA ESPECIFICACION,A
B342,INFECCION DEBIDA A CORONAVIRUS. SIN OTRA ESPECIFICACION,A
B343,INFECCION DEBIDA A PARVOVIRUS. SIN OTRA ESPECIFICACION,A
B344,INFECCION DEBIDA A PAPOVAVIRUS. SIN OTRA ESPECIFICACION,A
B348,OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO,A
B349,INFECCION VIRAL. NO ESPECIFICADA,A
B350,TINA DE LA BARBA Y DEL CUERO CABELLUDO,A
B351,TINA DE LAS UNAS,A
B352,TINA DE LA MANO,A
B353,TINA DEL PIE [TINEA PEDIS],A
B354,TINA DEL CUERPO [TINEA CORPORIS],A
B355,TINA IMBRICADA [TINEA IMBRICATA],A
B356,TINA INGUINAL [TINEA CRURIS],A
B358,OTRAS DERMATOFITOSIS,A
B359,DERMATOFITOSIS. NO ESPECIFICADA,A
B360,PITIRIASIS VERSICOLOR,A
B361,TINA NEGRA,A
B362,PIEDRA BLANCA,A
B363,PIEDRA NEGRA,A
B368,OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS,A
B369,MICOSIS SUPERFICIAL. SIN OTRA ESPECIFICACION,A
B370,ESTOMATITIS CANDIDIASICA,A
B371,CANDIDIASIS PULMONAR,A
B372,CANDIDIASIS DE LA PIEL Y LAS UNAS,A
B373,CANDIDIASIS DE LA VULVA Y DE LA VAGINA,F
B374,CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES,A
B375,MENINGITIS DEBIDA A CANDIDA,A
B376,ENDOCARDITIS DEBIDA A CANDIDA,A
B377,SEPSIS DEBIDA A CANDIDA,A
B378,CANDIDIASIS DE OTROS SITIOS,A
B379,CANDIDIASIS. NO ESPECIFICADA,A
B380,COCCIDIOIDOMICOSIS PULMONAR AGUDA,A
B381,COCCIDIOIDOMICOSIS PULMONAR CRONICA,A
B382,COCCIDIOIDOMICOSIS PULMONAR. SIN OTRA ESPECIFICACION,A
B383,COCCIDIOIDOMICOSIS CUTANEA,A
B384,MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS,A
B387,COCCIDIOIDOMICOSIS DISEMINADA,A
B388,OTRAS FORMAS DE COCCIDIOIDOMICOSIS,A
B389,COCCIDIOIDOMICOSIS. NO ESPECIFICADA,A
B390,INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM,A
B391,INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM,A
B392,INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM. SIN OTRA ESPECIFICACION,A
B393,INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM,A
B394,HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM. SIN OTRA ESPECIFICACION,A
B395,INFECCION DEBIDA A HISTOPLASMA DUBOISII,A
B399,HISTOPLASMOSIS. NO ESPECIFICADA,A
B400,BLASTOMICOSIS PULMONAR AGUDA,A
B401,BLASTOMICOSIS PULMONAR CRONICA,A
B402,BLASTOMICOSIS PULMONAR. SIN OTRA ESPECIFICACION,A
B403,BLASTOMICOSIS CUTANEA,A
B407,BLASTOMICOSIS DISEMINADA,A
B408,OTRAS FORMAS DE BLASTOMICOSIS,A
B409,BLASTOMICOSIS. NO ESPECIFICADA,A
B410,PARACOCCIDIOIDOMICOSIS PULMONAR,A
B417,PARACOCCIDIOIDOMICOSIS DISEMINADA,A
B418,OTRAS FORMAS DE PARACOCCIDIOIDOMICOSIS,A
B419,PARACOCCIDIOIDOMICOSIS. NO ESPECIFICADA,A
B420,ESPOROTRICOSIS PULMONAR,A
B421,ESPOROTRICOSIS LINFOCUTANEA,A
B427,ESPOROTRICOSIS DISEMINADA,A
B428,OTRAS FORMAS DE ESPOROTRICOSIS,A
B429,ESPOROTRICOSIS. NO ESPECIFICADA,A
B430,CROMOMICOSIS CUTANEA,A
B431,ABSCESO CEREBRAL FEOMICOTICO,A
B432,ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO,A
B438,OTRAS FORMAS DE CROMOMICOSIS,A
B439,CROMOMICOSIS.NO ESPECIFICADA,A
B440,ASPERGILOSIS PULMONAR INVASIVA,A
B441,OTRAS ASPERGILOSIS PULMONARES,A
B442,ASPERGILOSIS AMIGDALINA,A
B447,ASPERGILOSIS DISEMINADA,A
B448,OTRAS FORMAS DE ASPERGILOSIS,A
B449,ASPERGILOSIS. NO ESPECIFICADA,A
B450,CRIPTOCOCOSIS PULMONAR,A
B451,CRIPTOCOCOSIS CEREBRAL,A
B452,CRIPTOCOCOSIS CUTANEA,A
B453,CRIPTOCOCOSIS OSEA,A
B457,CRIPTOCOCOSIS DISEMINADA,A
B458,OTRAS FORMAS DE CRIPTOCOCOSIS,A
B459,CRIPTOCOCOSIS. NO ESPECIFICADA,A
B460,MUCORMICOSIS PULMONAR,A
B461,MUCORMICOSIS RINOCEREBRAL,A
B462,MUCORMICOSIS GASTROINTESTINAL,A
B463,MUCORMICOSIS CUTANEA,A
B464,MUCORMICOSIS DISEMINADA,A
B465,MUCORMICOSIS. SIN OTRA ESPECIFICACION,A
B468,OTRAS CIGOMICOSIS,A
B469,CIGOMICOSIS. NO ESPECIFICADA,A
B470,EUMICETOMA,A
B471,ACTINOMICETOMA,A
B479,MICETOMA. NO ESPECIFICADO,A
B480,LOBOMICOSIS,A
B481,RINOSPORIDIOSIS,A
B482,ALESQUERIASIS,A
B483,GEOTRICOSIS,A
B484,PENICILOSIS,A
B485,NEUMOCISTOSIS,A
B487,MICOSIS OPORTUNISTAS,A
B488,OTRAS MICOSIS ESPECIFICADAS,A
B49X,MICOSIS. NO ESPECIFICADA,A
B500,PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES,A
B508,OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM,A
B509,PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM. SIN OTRA ESPECIFICACION,A
B510,PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA,A
B518,PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES,A
B519,PALUDISMO DEBIDO A PLASMODIUM VIVAX. SIN COMPLICACIONES,A
B520,PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA,A
B528,PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES,A
B529,PALUDISMO DEBIDO A PLASMODIUM MALARIAE. SIN COMPLICACIONES,A
B530,PALUDISMO DEBIDO A PLASMODIUM OVALE,A
B531,PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS,A
B538,OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE. NO CLASIFICADO EN OTRA PARTE,A
B54X,PALUDISMO [MALARIA] NO ESPECIFICADO,A
B550,LEISHMANIASIS VISCERAL,A
B551,LEISHMANIASIS CUTANEA,A
B552,LEISHMANIASIS MUCOCUTANEA,A
B559,LEISHMANIASIS. NO ESPECIFICADA,A
B560,TRIPANOSOMIASIS GAMBIENSE,A
B561,TRIPANOSOMIASIS RHODESIENSE,A
B569,TRIPANOSOMIASIS AFRICANA. SIN OTRA ESPECIFICACION,A
B570,ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON,A
B571,ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON,A
B572,ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON,A
B573,ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO,A
B574,ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO,A
B575,ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS,A
B580,OCULOPATIA DEBIDA A TOXOPLASMA,A
B581,HEPATITIS DEBIDA A TOXOPLASMA,A
B582,MENINGOENCEFALITIS DEBIDA A TOXOPLASMA,A
B583,TOXOPLASMOSIS PULMONAR,A
B588,TOXOPLASMOSIS CON OTRO ORGANO AFECTADO,A
B589,TOXOPLASMOSIS. NO ESPECIFICADA,A
B59X,NEUMOCISTOSIS,A
B600,BABESIOSIS,A
B601,ACANTAMEBIASIS,A
B602,NAEGLERIASIS,A
B608,OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,A
B64X,ENFERMEDAD DEBIDA A PROTOZOARIOS. NO ESPECIFICADA,A
B650,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM (ESQUISTOSOMIASIS URINARIA),A
B651,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL],A
B652,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM,A
B653,DERMATITIS POR CERCARIAS,A
B658,OTRAS ESQUISTOSOMIASIS,A
B659,ESQUISTOSOMIASIS. NO ESPECIFICADA,A
B660,OPISTORQUIASIS,A
B661,CLONORQUIASIS,A
B662,DICROCOELIASIS,A
B663,FASCIOLIASIS,A
B664,PARAGONIMIASIS,A
B665,FASCIOLOPSIASIS,A
B668,OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS,A
B669,INFECCION DEBIDA A TREMATODOS. NO ESPECIFICADA,A
B670,INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS GRANULOSUS,A
B671,INFECCION DEL PULMON DEBIDA A ECHINOCOCCUS GRANULOSUS,A
B672,INFECCION DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS,A
B673,INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS,A
B674,INFECCION DEBIDA A ECHINOCOCCUS GRANULOSUS. SIN OTRA ESPECIFICACION,A
B675,INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS,A
B676,INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS MULTILOCULARIS,A
B677,INFECCION DEBIDA A ECHINOCOCCUS MULTILOCULARIS. SIN OTRA ESPECIFICACION,A
B678,EQUINOCOCOSIS DEL HIGADO. NO ESPECIFICADA,A
B679,EQUINOCOCOSIS. OTRA Y LA NO ESPECIFICADA,A
B680,TENIASIS DEBIDA A TAENIA SOLIUM,A
B681,INFECCION DEBIDA A TAENIA SAGINATA,A
B689,TENIASIS. NO ESPECIFICADA,A
B690,CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL,A
B691,CISTICERCOSIS DEL OJO,A
B698,CISTICERCOSIS DE OTROS SITIOS,A
B699,CISTICERCOSIS. NO ESPECIFICADA,A
B700,DIFILOBOTRIASIS INTESTINAL,A
B701,ESPARGANOSIS,A
B710,HIMENOLEPIASIS,A
B711,DIPILIDIASIS,A
B718,OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS,A
B719,INFECCIONES DEBIDAS A CESTODOS. NO ESPECIFICADA,A
B72X,DRACONTIASIS,A
B73X,ONCOCERCOSIS,A
B740,FILARIASIS DEBIDA A WUCHERERIA BANCROFTI,A
B741,FILARIASIS DEBIDA A BRUGIA MALAYI,A
B742,FILARIASIS DEBIDA A BRUGIA TIMORI,A
B743,LOAIASIS,A
B744,MANSONELIASIS,A
B748,OTRAS FILARIASIS,A
B749,FILARIASIS. NO ESPECIFICADA,A
B75X,TRIQUINOSIS,A
B760,ANQUILOSTOMIASIS,A
B761,NECATORIASIS,A
B768,OTRAS ENFERMEDADES DEBIDAS A ANQUILOSTOMAS,A
B769,ENFERMEDAD DEBIDA A ANQUILOSTOMAS. NO ESPECIFICADA,A
B770,ASCARIASIS CON COMPLICACIONES INTESTINALES,A
B778,ASCARIASIS CON OTRAS COMPLICACIONES,A
B779,ASCARIASIS. NO ESPECIFICADA,A
B780,ESTRONGILOIDIASIS INTESTINAL,A
B781,ESTRONGILOIDIASIS CUTANEA,A
B787,ESTRONGILOIDIASIS DISEMINADA,A
B789,ESTRONGILOIDIASIS. NO ESPECIFICADA,A
B79X,TRICURIASIS,A
B80X,ENTEROBIASIS,A
B810,ANISAQUIASIS,A
B811,CAPILARIASIS INTESTINAL,A
B812,TRICOESTRONGILIASIS,A
B813,ANGIOESTRONGILIASIS INTESTINAL,A
B814,HELMINTIASIS INTESTINAL MIXTA,A
B818,OTRAS HELMINTIASIS INTESTINALES ESPECIFICADAS,A
B820,HELMINTIASIS INTESTINAL. SIN OTRA ESPECIFICACION,A
B829,PARASITOSIS INTESTINAL. SIN OTRA ESPECIFICACION,A
B830,LARVA MIGRANS VISCERAL,A
B831,GNATOSTOMIASIS,A
B832,ANGIOESTRONGILIASIS DEBIDA A PARASTRONGYLUS CANTONENSIS,A
B833,SINGAMIASIS,A
B834,HIRUDINIASIS INTERNA,A
B838,OTRAS HELMINTIASIS ESPECIFICADAS,A
B839,HELMINTIASIS. NO ESPECIFICADA,A
B850,PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS,A
B851,PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CORPORIS,A
B852,PEDICULOSIS. SIN OTRA ESPECIFICACION,A
B853,PHTHIRIASIS,A
B854,PEDICULOSIS Y PHTHIRIASIS MIXTAS,A
B86X,ESCABIOSIS,A
B870,MIASIS CUTANEA,A
B871,MIASIS EN HERIDAS,A
B872,MIASIS OCULAR,A
B873,MIASIS NASOFARINGEA,A
B874,MIASIS AURAL,A
B878,MIASIS DE OTROS SITIOS,A
B879,MIASIS. NO ESPECIFICADA,A
B880,OTRAS ACARIASIS,A
B881,TUNGIASIS [INFECCION DEBIDA A PULGA DE ARENA],A
B882,OTRAS INFESTACIONES DEBIDAS A ARTROPODOS,A
B883,HIRUDINIASIS EXTERNA,A
B888,OTRAS INFESTACIONES ESPECIFICADAS,A
B889,INFESTACION. NO ESPECIFICADA,A
B89X,ENFERMEDAD PARASITARIA. NO ESPECIFICADA,A
B900,SECUELAS DE TUBERCULOSIS DEL SISTEMA NERVIOSO CENTRAL,A
B901,SECUELAS DE TUBERCULOSIS GENITOURINARIA,A
B902,SECUELAS DE TUBERCULOSIS DE HUESOS Y ARTICULACIONES,A
B908,SECUELAS DE TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS,A
B909,SECUELAS DE TUBERCULOSIS RESPIRATORIA Y DE TUBERCULOSIS NO ESPECIFICADA,A
B91X,SECUELAS DE POLIOMIELITIS,A
B92X,SECUELAS DE LEPRA,A
B940,SECUELAS DE TRACOMA,A
B941,SECUELAS DE ENCEFALITIS VIRAL,A
B942,SECUELAS DE HEPATITIS VIRAL,A
B948,SECUELAS DE OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS,A
B949,SECUELAS DE ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS,A
B950,ESTREPTOCOCO. GRUPO A. COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B951,ESTREPTOCOCO. GRUPO B. COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B952,ESTREPTOCOCO. GRUPO D Y ENTEROCOCOS. COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B953,STREPTOCOCCUS PNEUMONIAE COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B954,OTROS ESTREPTOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B955,ESTREPTOCOCO NO ESPECIFICADO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B956,STAPHYLOCOCCUS AUREUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B957,OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B958,ESTAFILOCOCO NO ESPECIFICADO. COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B960,MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B961,KLEBSIELLA PNEUMONIAE [K. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B962,ESCHERICHIA COLI [E. COLI] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B963,HAEMOPHILUS INFLUENZAE [H. INFLUENZAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B964,PROTEUS (MIRABILIS) (MORGANII) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B965,PSEUDOMONAS (AERUGINOSA) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B966,BACILLUS FRAGILIS  [B. FRAGILIS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B967,CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B968,OTROS AGENTES BACTERIANOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B970,ADENOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B971,ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B972,CORONAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B973,RETROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B974,VIRUS SINCICIAL RESPIRATORIO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B975,REOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B976,PARVOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B977,PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B978,OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B980,HELICOBACTER PYLORI [H.PYLORI] COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B981,VIBRIO VULNIFICUS COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS,A
B99X,OTRAS ENFERMEDADES INFECCIOSAS Y LAS NO ESPECIFICADAS,A
C000,TUMOR MALIGNO DEL LABIO SUPERIOR. CARA EXTERNA,A
C001,TUMOR MALIGNO DEL LABIO INFERIOR. CARA EXTERNA,A
C002,TUMOR MALIGNO DEL LABIO. CARA EXTERNA. SIN OTRA ESPECIFICACION,A
C003,TUMOR MALIGNO DEL LABIO SUPERIOR. CARA INTERNA,A
C004,TUMOR MALIGNO DEL LABIO INFERIOR. CARA INTERNA,A
C005,TUMOR MALIGNO DEL LABIO. CARA INTERNA. SIN OTRA ESPECIFICACION,A
C006,TUMOR MALIGNO DE LA COMISURA LABIAL,A
C008,LESION DE SITIOS CONTIGUOS DEL LABIO,A
C009,TUMOR MALIGNO DEL LABIO. PARTE NO ESPECIFICADA,A
C01X,TUMOR MALIGNO DE LA BASE DE LA LENGUA,A
C020,TUMOR MALIGNO DE LA CARA DORSAL DE LA LENGUA,A
C021,TUMOR MALIGNO DEL BORDE DE LA LENGUA,A
C022,TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA,A
