054103,INJERTO NEUROVASCULAR EN NERVIO O GANGLIO SIMPATICO,Z
054201,RECONSTRUCCION DE PLEJO  POR NEURORRAFIA,Z
054202,RECONSTRUCCION DE PLEJO  POR INJERTO DE NERVIO,Z
054203,RECONSTRUCCION DE PLEJO  POR NEUROTIZACION,Z
055101,EXPLORACION SUPRA E INFRACLAVICULAR DE PLEJO BRAQUIAL,Z
055200,DESCOMPRESION DE PLEJO O TRONCO (CERVICAL  LUMBAR O SACRO) SOD,Z
060901,DRENAJE DE COLECCION EN AREA TIROIDEA POR INCISION,Z
060902,EXTRACCION DE CUERPO EXTRAÑO POR INCISION,Z
060903,EXPLORACION DE CUELLO O AREA TIROIDEA POR INCISION,Z
060904,DRENAJE EN CUELLO (EXCEPTO AREA TIROIDEA) POR INCISION,Z
062101,ABLACION PARCIAL DE TIROIDES VIA PERCUTANEA,Z
068201,ABLACION PARCIAL DE PARATIROIDES VIA PERCUTANEA,Z
071300,BIOPSIA DE HIPOFISIS  VIA TRANSFRONTAL SOD,Z
071601,BIOPSIA DE TIMO VIA ABIERTA,Z
071602,BIOPSIA DE TIMO POR TORACOSCOPIA,Z
071700,BIOPSIA DE GLANDULA PINEAL SOD,Z
075300,ESCISION PARCIAL DE GLANDULA PINEAL SOD,Z
076100,ESCISION PARCIAL DE HIPOFISIS  VIA TRANSFRONTAL SOD,Z
076200,ESCISION PARCIAL DE HIPOFISIS VIA TRANSESFENOIDAL SOD,Z
080101,DRENAJE DE COLECCION POR BLEFAROTOMIA,Z
080201,EXTRACCION DE CUERPO EXTRAÑO EN PARPADO POR BLEFAROTOMIA,Z
081101,BIOPSIA EN PARPADO,Z
082301,RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO  ESPESOR PARCIAL  UN TERCIO,Z
082302,RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO  ESPESOR PARCIAL  DOS TERCIOS,Z
082304,RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO  ESPESOR PARCIAL  MAYOR DE DOS TERCIOS,Z
082403,RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO  ESPESOR TOTAL  UN TERCIO,Z
082404,RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO  ESPESOR TOTAL  DOS TERCIOS,Z
082405,RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO  ESPESOR TOTAL  MAYOR DE DOS TERCIOS,Z
082406,RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO  ESPESOR TOTAL CON CANTO,Z
082407,RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO  ESPESOR TOTAL CON CANTO Y VIA LAGRIMAL,Z
083001,CORRECCION DE PTOSIS PALPEBRAL  POR SUSPENSION FRONTAL CON SUTURA O TEJIDO,Z
083002,CORRECCION DE PTOSIS PALPEBRAL  POR SUSPENSION FRONTAL CON DESLIZAMIENTO DEL MUSCULO FRONTAL,Z
083003,CORRECCION DE PTOSIS PALPEBRAL  POR RESECCION EXTERNA DEL ELEVADOR VIA ANTERIOR,Z
083004,CORRECCION DE PTOSIS PALPEBRAL  POR RESECCION EXTERNA DEL ELEVADOR VIA CONJUNTIVAL,Z
083005,CORRECCION DE PTOSIS PALPEBRAL  POR CONJUNTIVO MULLERECTOMIA VIA CONJUNTIVAL CON O SIN TARSO,Z
083502,ELONGACION DEL PARPADO POR VIA CONJUNTIVAL,Z
083503,ELONGACION DEL PARPADO CON INJERTO,Z
083801,CANTOTOMIA,Z
083802,CANTORRAFIA,Z
083803,CANTOPLASTIA,Z
083807,REFORMA DE PLIEGUE PALPEBRAL POR FIJACION TARSAL,Z
083808,CORRECCION DE EPIBLEFARON,Z
083809,CORRECCION DE TELECANTO CON COLGAJO,Z
083810,CORRECCION DE TELECANTO TRANSNASAL,Z
083811,CORRECCION DE EPICANTO,Z
086001,RECONSTRUCCION DE PARPADOS CON COLGAJO,Z
086002,RECONSTRUCCION DE PARPADOS CON INJERTO,Z
086003,RECONSTRUCCION DE PARPADOS POR LIBERACION DE COLGAJO,Z
088001,REPARACION DE HERIDA EN CEJA,Z
088201,SUTURA SUPERFICIAL DE HERIDA UNICA DE PARPADO,Z
088202,SUTURA SUPERFICIAL DE HERIDA MULTIPLE DE PARPADO,Z
088401,SUTURA PROFUNDA DE HERIDA UNICA DE PARPADO,Z
088402,SUTURA PROFUNDA DE HERIDA MULTIPLE DE PARPADO,Z
088403,SUTURA DE PARPADO Y RECONSTRUCCION CON INJERTO O COLGAJO,Z
089104,ABLACION DE PESTAÑAS (SUPERIOR O INFERIOR),Z
089105,ABLACION DE PESTAÑAS VIA ABIERTA,Z
090001,PEXIA EN GLANDULA LAGRIMAL,Z
090101,DRENAJE EN LA GLANDULA LAGRIMAL,Z
091101,BIOPSIA DE LA GLANDULA LAGRIMAL,Z
091201,BIOPSIA DE LA VIA LAGRIMAL,Z
092001,DACRIOADENECTOMIA PARCIAL,Z
092002,DACRIOADENECTOMIA TOTAL,Z
094101,EXTRACCION DE CUERPO EXTRAÑO DEL SACO LAGRIMAL,Z
094201,SONDEO Y LAVADO DE LAS VIAS LAGRIMALES VIA EXTERNA,Z
094202,SONDEO Y LAVADO DE LAS VIAS LAGRIMALES VIA ENDOSCOPICA,Z
094401,INTUBACION DE VIA LAGRIMAL VIA EXTERNA,Z
094402,INTUBACION DE VIA LAGRIMAL VIA ENDOSCOPICA,Z
095001,DRENAJE DEL SACO LAGRIMAL,Z
095002,DRENAJE DEL CANALICULO LAGRIMAL,Z
096101,DACRIOCISTECTOMIA,Z
097101,PLASTIA EN CANALICULOS LAGRIMALES,Z
097201,PLASTIA DE PUNTO LAGRIMAL SIMPLE,Z
097301,PLASTIA DE PUNTO LAGRIMAL MODIFICADA CON SUTURAS,Z
098101,DACRIOCISTORRINOSTOMIA VIA ABIERTA,Z
098201,CONJUNTIVODACRIOCISTORRINOSTOMIA SIMPLE VIA EXTERNA,Z
098202,CONJUNTIVODACRIOCISTORRINOSTOMIA SIMPLE TRANSANASAL VIA ENDOSCOPICA,Z
098301,CONJUNTIVODACRIOCISTORRINOSTOMIA CON DISPOSITIVO VIA EXTERNA,Z
098302,CONJUNTIVODACRIOCISTORRINOSTOMIA CON DISPOSITIVO VIA ENDOSCOPICA,Z
Codigo del procedimiento,Nombre del procedimiento,Sexo admitido
010101,PUNCION CISTERNAL  VIA LATERAL,Z
010102,PUNCION CISTERNAL  VIA MEDIAL,Z
010201,PUNCION (ASPIRACION DE LIQUIDO) VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO,Z
010202,PUNCION (ASPIRACION DE LIQUIDO) VENTRICULAR POR TREPANACION (SIN CATETER),Z
010203,PUNCION (ASPIRACION DE LIQUIDO) VENTRICULAR A TRAVES DE UN RESERVORIO,Z
010204,PUNCION (ASPIRACION DE LIQUIDO) VENTRICULAR  VIA TRANSFONTANELAR,Z
010901,PUNCION SUBDURAL,Z
011101,BIOPSIA OSEA EN CRANEO POR CRANEOTOMIA,Z
011102,BIOPSIA OSEA EN CRANEO POR CRANIECTOMIA,Z
011201,BIOPSIA DE MENINGE  POR CRANEOTOMIA,Z
011301,BIOPSIA CERRADA (PERCUTANEA) (AGUJA) DE CEREBRO,Z
011302,BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO,Z
011303,BIOPSIA DE CEREBRO POR TREPANACION,Z
012101,CRANEALIZACION DE SENO FRONTAL,Z
012201,RETIRO O SUSTITUCION DE ELECTRODO CRANEAL PROFUNDO O INTRAPARENQUIMATOSO,Z
012202,RETIRO O SUSTITUCION DE ELECTRODO EPIDURAL,Z
012203,RETIRO O SUSTITUCION DE ELECTRODO SUBDURAL,Z
012204,RETIRO O SUSTITUCION DE ELECTRODO A NERVIO CRANEAL O PERIFERICO,Z
012205,RETIRO O SUSTITUCION DE NEUROESTIMULADOR INTRACRANEAL,Z
012206,REVISION DE ELECTRODO CRANEAL PROFUNDO O INTRAPARENQUIMATOSO,Z
012207,REVISION DE ELECTRODO EPIDURAL,Z
012208,REVISION DE ELECTRODO SUBDURAL,Z
012209,REVISION DE ELECTRODO A NERVIO CRANEAL O PERIFERICO,Z
012210,REVISION DE NEUROESTIMULADOR,Z
012300,REAPERTURA DE CRANEOTOMIA SOD,Z
012401,DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL  POR CRANEOTOMIA,Z
012402,DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR  POR CRANEOTOMIA,Z
012410,EXTRACCION DE CUERPO EXTRAÑO INTRACRANEAL  POR CRANEOTOMIA,Z
012501,SECUESTRECTOMIA DE CRANEO  POR CRANIECTOMIA,Z
012502,DRENAJE DE COLECCION EPIDURAL SUPRATENTORIAL  POR CRANIECTOMIA,Z
012503,DRENAJE DE COLECCION EPIDURAL FOSA POSTERIOR  POR CRANIECTOMIA,Z
012505,CRANIECTOMIA DESCOMPRESIVA BIFRONTAL,Z
012506,CRANIECTOMIA DESCOMPRESIVA HEMISFERICA,Z
012507,CRANIECTOMIA DESCOMPRESIVA EN FOSA POSTERIOR,Z
013101,DRENAJE DE ESPACIO SUBDURAL  POR CRANEOTOMIA,Z
013102,DRENAJE DE ESPACIO SUBDURAL  POR TREPANACION,Z
013103,DRENAJE DE ESPACIO SUBDURAL EN FOSA POSTERIOR  POR CRANIECTOMIA,Z
013104,DRENAJE DE ESPACIO SUBDURAL  POR DRENAJE EXTERNO,Z
013105,DRENAJE DE ESPACIO SUBARACNOIDEO  POR DERIVACION CISTO PERITONEAL,Z
013106,DRENAJE DE ESPACIO SUBDURAL  POR DERIVACION SUBDURO PERITONEAL,Z
013110,DRENAJE DE ESPACIO SUBDURAL CON REPARO DE SENOS DURALES ROTOS,Z
013201,SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES) CON ABLACION POR ESTEREOTAXIA,Z
013202,SECCION DE TEJIDO CEREBRAL (TRACTOS CEREBRALES)  POR CRANEOTOMIA,Z
014201,PALIDOTOMIA POR ESTEREOTAXIA,Z
015101,RESECCION TUMOR OSEO  POR CRANEOTOMIA,Z
015102,RESECCION TUMOR OSEO  POR CRANIECTOMIA,Z
015104,CORRECCION DE DISPLASIA FIBROSA DEL CRANEO POR CRANIECTOMIA,Z
015501,TOMA DE INJERTO OSEO DE CRANEO,Z
016401,DRENAJE DE QUISTE ARACNOIDEO GUIADO POR ESTEREOTAXIA,Z
017001,DRENAJE DE COLECCIONES INTRACEREBRALES  POR CRANEOTOMIA,Z
017002,DRENAJE DE COLECCIONES INTRACEREBRALES  GUIADO POR ESTEREOTAXIA,Z
017003,DRENAJE DE COLECCIONES INTRACEREBRALES  POR PUNCION DIRIGIDA,Z
017004,DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR  POR CRANEOTOMIA SUBOCCIPITAL,Z
017005,DRENAJE DE COLECCIONES INTRACEREBRALES DE FOSA POSTERIOR  GUIADO POR ESTEREOTAXIA,Z
017209,DRENAJE DE QUISTE TUMORAL SUPRATENTORIAL,Z
017303,DRENAJE DE QUISTE TUMORAL INFRATENTORIAL,Z
017504,RESECCION DE LESIONES EXOFITICAS SOLIDAS EN TRONCO CEREBRAL (EXTRA AXIALES)  POR CRANEOTOMIA SUBOCCIPITAL,Z
017505,RESECCION DE LESIONES EXOFITICAS SOLIDAS EN TRONCO CEREBRAL (EXTRA AXIALES)  POR CRANEOTOMIA DE FOSA MEDIA,Z
017508,RESECCION DE LESIONES SOLIDAS O QUISTICAS INTRAAXIALES (TRONCO CEREBRAL)  POR CRANEOTOMIA SUBOCCIPITAL,Z
017509,RESECCION DE LESIONES SOLIDAS O QUISTICAS INTRAAXIALES (TRONCO CEREBRAL)  POR CRANEOTOMIA SUBTEMPORAL,Z
017806,DRENAJE DE QUISTE TUMORAL DE LINEA MEDIA INTRAVENTRICULAR POR CRANEOTOMIA,Z
017807,DRENAJE DE QUISTE TUMORAL DE LINEA MEDIA INTRAVENTRICULAR VIA ENDOSCOPICA,Z
020105,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA  POR CRANEOTOMIA,Z
020106,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA  CON AVANCE FRONTO-ORBITARIO,Z
020107,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA  CON AVANCE FRONTO NASAL (LEFORT III),Z
020108,CORRECCION DE CRANEO ESTENOSIS CON ALTERACION CRANEO FACIAL COMPLEJA  CON AVANCE FRONTO MAXILAR (LEFORT II),Z
020201,ESQUIRLECTOMIA CRANEAL A TRAVES DE TREPANACION,Z
020202,DESBRIDAMIENTO DE FRACTURA COMPUESTA (CONMINUTA) DE CRANEO,Z
020203,REDUCCION DE FRACTURA CRANEAL (HUNDIMIENTO SIN COMPROMISO DE DURA) CON ESQUIRLECTOMIA Y CRANEOPLASTIA,Z
020204,REDUCCION DE FRACTURA COMPUESTA (CONMINUTA) DE CRANEO  CON PLASTIA DURAL Y LIMPIEZA HEMOSTASIA CEREBRAL (DESBRIDAMIENTO) EN UN SOLO TIEMPO,Z
020401,CORRECCION DE DEFECTO OSEO PRE-EXISTENTE POR CRANEOPLASTIA  CON INJERTO AUTOLOGO O HETEROLOGO,Z
020601,CORRECCION DISPLASIA FIBROSA POR CRANEOPLASTIA,Z
021101,CORRECCION DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA  POR CRANEOTOMIA,Z
021102,CORRECCION DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA  CON PLASTIA DURAL,Z
021103,CORRECCION DE DESGARRO DURAL EN BASE DE CRANEO  POR CRANEOTOMIA,Z
021104,CORRECCION DE DESGARRO DURAL EN BASE DE CRANEO  CON PLASTIA AUTOLOGA O HETEROLOGA  POR CRANEOTOMIA,Z
022201,COLOCACION DE CATETER VENTRICULAR AL EXTERIOR,Z
022202,DERIVACION VENTRICULAR A ESPACIO SUBARACNOIDEO CERVICAL,Z
022401,COLOCACION DE CATETER VENTRICULO PERITONEAL SIN VALVULA POR CRANEOTOMIA,Z
022402,COLOCACION DE CATETER VENTRICULO PERITONEAL CON VALVULA POR CRANEOTOMIA,Z
022403,COLOCACION DE CATETER VENTRICULO PERITONEAL SIN VALVULA VIA ENDOSCOPICA,Z
022404,COLOCACION DE CATETER VENTRICULO PERITONEAL CON VALVULA VIA ENDOSCOPICA,Z
023201,DERIVACION VENTRICULOATRIAL,Z
023402,DERIVACION CISTO PERITONEAL (QUISTE VENTRICULAR A PERITONEO),Z
024100,IRRIGACION DE DERIVACION VENTRICULAR SOD,Z
024201,REEMPLAZO PARCIAL DE DERIVACION,Z
024202,REEMPLAZO TOTAL DE DERIVACION,Z
024300,RETIRO DE DERIVACION SOD,Z
025000,IMPLANTE DE CATETER (INTRAVENTRICULAR  INTRACISTICO) CON RESERVORIO SUBCUTANEO SOD,Z
028100,LISIS DE ADHERENCIAS CORTICALES SOD,Z
028201,IMPLANTACION DE CATETER INTRACEREBRAL,Z
028202,IMPLANTACION DE DISPOSITIVO EXTRADURAL,Z
028203,IMPLANTACION DE DISPOSITIVO INTRACEREBRAL (ELECTRODOS O TRASDUCTORES),Z
028302,COLOCACION DE ELECTRODO EPIDURAL TRANSITORIO,Z
028303,IMPLANTACION DE ELECTRODO INTRACRANEAL PROFUNDO,Z
028304,IMPLANTACION DE RECEPTOR ELECTROENCEFALOGRAFICO POR TREPANACION,Z
030208,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR LAMINECTOMIA VIA ABIERTA,Z
030209,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR LAMINECTOMIA VIA PERCUTANEA,Z
030210,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR LAMINECTOMIA VIA ENDOSCOPICA,Z
030211,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR LAMINECTOMIA VIA ABIERTA,Z
030212,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR LAMINECTOMIA VIA PERCUTANEA,Z
030213,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR LAMINECTOMIA VIA ENDOSCOPICA,Z
030214,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR HEMILAMINECTOMIA VIA ABIERTA,Z
030215,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR HEMILAMINECTOMIA VIA PERCUTANEA,Z
030216,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR HEMILAMINECTOMIA VIA ENDOSCOPICA,Z
030217,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR HEMILAMINECTOMIA VIA ABIERTA,Z
030218,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR HEMILAMINECTOMIA VIA PERCUTANEA,Z
030219,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR HEMILAMINECTOMIA VIA ENDOSCOPICA,Z
030220,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR LAMINOTOMIA VIA ABIERTA,Z
030221,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR LAMINOTOMIA VIA PERCUTANEA,Z
030222,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES HASTA DOS SEGMENTOS POR LAMINOTOMIA VIA ENDOSCOPICA,Z
030223,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR LAMINOTOMIA VIA ABIERTA,Z
030224,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR LAMINOTOMIA VIA PERCUTANEA,Z
030225,EXPLORACION Y DESCOMPRESION DEL CANAL RAQUIDEO Y RAICES ESPINALES MAS DE DOS SEGMENTOS POR LAMINOTOMIA VIA ENDOSCOPICA,Z
030226,EXPLORACION Y DESCOMPRESION HASTA DOS SEGMENTOS POR FORAMINOTOMIA VIA ABIERTA,Z
030227,EXPLORACION Y DESCOMPRESION HASTA DOS SEGMENTOS POR FORAMINOTOMIA VIA PERCUTANEA,Z
030228,EXPLORACION Y DESCOMPRESION HASTA DOS SEGMENTOS POR FORAMINOTOMIA VIA ENDOSCOPICA,Z
030229,EXPLORACION Y DESCOMPRESION MAS DE DOS SEGMENTOS POR FORAMINOTOMIA VIA ABIERTA,Z
030230,EXPLORACION Y DESCOMPRESION MAS DE DOS SEGMENTOS POR FORAMINOTOMIA VIA PERCUTANEA,Z
030231,EXPLORACION Y DESCOMPRESION MAS DE DOS SEGMENTOS POR FORAMINOTOMIA VIA ENDOSCOPICA,Z
031101,RIZOTOMIA DE RAIZ NERVIO ESPINAL VIA ABIERTA,Z
031102,RIZOTOMIA DE RAIZ NERVIO ESPINAL VIA PERCUTANEA,Z
031103,RIZOTOMIA DE RAIZ NERVIO ESPINAL VIA ENDOSCOPICA,Z
031104,RIZOLISIS FACETARIA (NEUROTOMIA DE RAMA MEDIAL) VIA PERCUTANEA,Z
031105,RIZOLISIS FACETARIA (NEUROTOMIA DE RAMA MEDIAL) VIA ENDOSCOPICA,Z
032001,CORDOTOMIA VIA ABIERTA,Z
032002,CORDOTOMIA VIA PERCUTANEA,Z
032003,CORDOTOMIA VIA ENDOSCOPICA,Z
032401,MIELOTOMIA POR ABLACION VIA ABIERTA,Z
033101,PUNCION LUMBAR (DIAGNOSTICA O TERAPEUTICA),Z
033102,DRENAJE LUMBAR TRANSITORIO,Z
033103,MANOMETRIA DE LIQUIDO CEFALORRAQUIDEO,Z
033201,BIOPSIA DE TUMOR INTRADURALES (INTRAMEDULARES Y EXTRAMEDULARES) CERVICALES  DORSALES  LUMBOSACROS O COCCIGEOS,Z
033202,BIOPSIA ABIERTA DE TUMOR DEL FORAMEN MAGNO  VIA LATERAL,Z
035108,CIERRE O LIGADURA DE COMUNICACION PERSISTENTE ENTRE PIEL Y MEDULA ESPINAL (SENO DERMICO),Z
035201,CORRECCION DE ANOMALIA DE MEDULA ESPINAL EN UNION CRANEOCERVICAL POR CRANIECTOMIA SUBOCCIPITAL CON LAMINECTOMIA Y DUROPLASTIA,Z
035202,CORRECCION DE MEDULA ESPINAL EN UNION CRANEOCERVICAL POR CRANIECTOMIA SUBOCCIPITAL CON LAMINECTOMIA C1-C2 Y DUROPLASTIA,Z
035401,PLASTIA O INJERTO DE MENINGE ESPINAL,Z
035402,ESQUIRLECTOMIA CON PLASTIA O INJERTO DE MENINGE ESPINAL,Z
037101,DERIVACION SIRINGO PERITONEAL O RETROPERITONEAL,Z
037201,DERIVACION SIRINGO SUBDURAL ESPINAL VIA ABIERTA,Z
037202,DERIVACION SIRINGO SUBDURAL ESPINAL VIA PERCUTANEA,Z
037401,DERIVACION Y DRENAJE LUMBAR EXTERNA,Z
037501,DERIVACION SIRINGO PLEURAL ESPINAL,Z
038100,INYECCIONES NEUROLITICAS SUBARACNOIDEAS SOD,Z
038200,NEUROLISIS DE RAICES ESPINALES SOD,Z
039101,INYECCION DE ANESTESICO EN EL CANAL ESPINAL,Z
039102,INYECCION DE OTRA SUSTANCIA TERAPEUTICA EN EL CANAL ESPINAL,Z
039201,NEUROLISIS DEL GANGLIO DE GASSER O ESFENOPALATINO POR RADIOFRECUENCIA,Z
039202,NEUROLISIS DE CADENA SIMPATICA POR RADIOFRECUENCIA,Z
039203,NEUROLISIS DE NERVIOS ESPINALES POR RADIOFRECUENCIA,Z
039204,NEUROLISIS DE NERVIOS PERIFERICOS POR RADIOFRECUENCIA,Z
039304,IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL POR LAMINECTOMIA,Z
039305,IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL POR LAPAROSCOPIA,Z
039306,IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL VIA PERCUTANEA,Z
039307,IMPLANTACION DE NEUROESTIMULADOR ESPINAL VIA ABIERTA,Z
039308,IMPLANTACION DE NEUROESTIMULADOR ESPINAL POR LAMINECTOMIA,Z
039309,IMPLANTACION DE NEUROESTIMULADOR ESPINAL VIA PERCUTANEA,Z
039310,IMPLANTACION DE NEUROESTIMULADOR ESPINAL POR LAPAROSCOPIA,Z
039500,PARCHE HEMATICO EPIDURAL EN CANAL ESPINAL SOD,Z
039700,REEMPLAZO  IRRIGACION O REVISION DE DERIVACION ESPINAL SOD,Z
039800,RETIRO DE DERIVACION ESPINAL SOD,Z
040201,SECCION DE NERVIO TRIGEMINO POR CRANEOTOMIA,Z
040500,GANGLIONECTOMIA DE GASER SOD,Z
040601,IMPLANTACION DE NEUROESTIMULADOR DE NERVIO VAGO,Z
040602,IMPLANTACION DE NEUROESTIMULADOR DE OTRO NERVIO CRANEAL,Z
040603,IMPLANTACION DE NEUROESTIMULADOR DE NERVIO PERIFERICO,Z
040604,SUSTITUCION DE NEUROESTIMULADOR DE NERVIO VAGO,Z
040605,SUSTITUCION DE NEUROESTIMULADOR DE OTRO NERVIO CRANEAL,Z
040606,RETIRO DE NEUROESTIMULADOR DE NERVIO VAGO,Z
040607,RETIRO DE NEUROESTIMULADOR DE OTROS NERVIOS CRANEALES,Z
040608,RETIRO DE NEUROESTIMULADOR NERVIOS PERIFERICOS,Z
040609,COLOCACION DE ELECTRODO TRANSITORIO PARA ESTIMULACION DE NERVIO PERIFERICO,Z
040701,RESECCION DE TUMOR PRIMARIO DEL NERVIO OPTICO  POR CRANEOTOMIA SUBFRONTAL,Z
040702,RESECCION DE TUMOR PRIMARIO DEL NERVIO OPTICO  POR ORBITOTOMIA LATERAL,Z
040704,NEURECTOMIA DEL NERVIO TRIGEMINAL  POR CRANEOTOMIA DE FOSA MEDIA,Z
040705,NEURECTOMIA DE NERVIO PERIFERICO EN CABEZA O CUELLO,Z
040715,RESECCION DE TUMOR BENIGNO DE NERVIO EN BRAZO VIA ABIERTA,Z
040716,RESECCION DE TUMOR MALIGNO DE NERVIO EN BRAZO VIA ABIERTA,Z
040717,RESECCION DE TUMOR BENIGNO DE NERVIO EN ANTEBRAZO VIA ABIERTA,Z
040718,RESECCION DE TUMOR MALIGNO DE NERVIO EN ANTEBRAZO VIA ABIERTA,Z
040719,RESECCION DE TUMOR BENIGNO DE NERVIO EN MANO O DEDOS VIA ABIERTA,Z
040720,RESECCION DE TUMOR MALIGNO DE NERVIO EN MANO O DEDOS VIA ABIERTA,Z
040721,RESECCION DE TUMOR BENIGNO DE NERVIO EN MUSLO VIA ABIERTA,Z
040722,RESECCION DE TUMOR MALIGNO DE NERVIO EN MUSLO VIA ABIERTA,Z
040723,NEURECTOMIA O RESECCION DE TUMOR BENIGNO EN HUECO POPLITEO VIA ABIERTA,Z
040724,NEURECTOMIA O RESECCION DE TUMOR MALIGNO EN HUECO POPLITEO VIA ABIERTA,Z
040725,RESECCION DE TUMOR BENIGNO DE NERVIO EN PIERNA VIA ABIERTA,Z
040726,RESECCION DE TUMOR MALIGNO DE NERVIO EN PIERNA VIA ABIERTA,Z
040727,RESECCION DE TUMOR BENIGNO DE NERVIO EN TOBILLO VIA ABIERTA,Z
040728,RESECCION DE TUMOR MALIGNO DE NERVIO EN TOBILLO VIA ABIERTA,Z
040729,RESECCION DE TUMOR BENIGNO DE NERVIO EN PIE VIA ABIERTA,Z
040730,TOMA DE INJERTO DE NERVIO PERIFERICO,Z
040731,RESECCION DE TUMOR MALIGNO DE NERVIO EN PIE VIA ABIERTA,Z
040732,NEURECTOMIA SUPRASELECTIVA INTRAESPINAL,Z
041101,BIOPSIA NERVIO PERIFERICO (SUPERFICIAL O PROFUNDO)  VIA PERCUTANEA,Z
041102,BIOPSIA (PERCUTANEA) (AGUJA) DE NERVIO O GANGLIO CRANEAL O PERIFERICO,Z
041200,BIOPSIA ABIERTA DE NERVIO O GANGLIO PERIFERICO SOD,Z
042101,RIZOTOMIA DE NERVIO TRIGEMINAL  POR CRANEOTOMIA SUBOCCIPITAL,Z
042102,RIZOTOMIA DE NERVIO XI  POR CRANEOTOMIA SUBOCCIPITAL,Z
042202,NEUROLISIS DE NERVIO VIDIANO POR ELECTROCOAGULACION O ESCISION,Z
042310,NEUROLISIS DE NERVIO EN BRAZO VIA ABIERTA,Z
042311,NEUROLISIS DE NERVIO EN BRAZO VIA ENDOSCOPICA,Z
042312,NEUROLISIS DE NERVIO EN ANTEBRAZO VIA ABIERTA,Z
042313,NEUROLISIS DE NERVIO EN ANTEBRAZO VIA ENDOSCOPICA,Z
042314,NEUROLISIS EN NERVIO DE MANO VIA ABIERTA,Z
042315,NEUROLISIS DE NERVIOS EN DEDOS DE MANO VIA ABIERTA,Z
042316,NEUROLISIS DE NERVIO EN MUSLO VIA ABIERTA,Z
042317,NEUROLISIS DE NERVIO EN MUSLO VIA ENDOSCOPICA,Z
042318,NEUROLISIS DE NERVIO EN HUECO POPLITEO VIA ABIERTA,Z
